origin,destination,distance_km,time_of_day,day_of_week,traffic_level,avg_historical_eta_min,num_past_trips,on_time_ratio,eta_min
26,5,41.12335036217962,18,3,0,80.19053320625025,66,0.85,83.5268328345906
40,31,23.318342543645148,4,1,2,51.48690033636849,103,0.73,59.896444550973385
37,41,6.824041488941269,8,2,1,15.915029560508831,31,0.73,12.052601751792835
28,32,28.889497910200042,16,0,0,52.95444966939668,74,0.76,56.0830799640611
44,30,8.665012573634897,1,4,2,18.716427159051378,160,0.7,20.68861065598859
7,23,3.9869583609949433,21,6,1,7.463586051782534,123,0.7899999999999999,5.854872380296621
46,12,25.434723838014182,4,5,1,46.62184879508,197,0.76,51.163866986427166
42,14,33.113299052284766,18,2,0,63.27951448891619,156,0.82,67.63408585346208
25,37,42.853218013913256,14,3,2,106.96163216272751,75,0.9099999999999999,107.71829720035845
36,4,39.35894214376088,20,6,2,92.57223192212558,154,0.82,93.42146166512495
26,5,43.00478512507086,18,2,0,83.85933099388818,173,0.85,86.3486047633094
14,20,38.24336977022364,12,5,2,82.60567870368307,128,0.7,99.42576373222028
40,38,35.45873044840083,18,4,2,117.26911333895124,153,0.94,109.18656435708328
13,33,1.496740887894282,8,3,1,3.6424686247795246,103,0.7899999999999999,5.0
16,29,31.679013278651315,14,4,2,82.11200241826423,182,0.97,77.8854660064378
26,27,6.903608402816767,21,1,1,14.000517840912403,51,0.9099999999999999,13.73797961887011
42,6,3.874689484294512,2,2,2,9.485239857552966,87,0.8799999999999999,11.545030158300383
19,17,8.664195453177115,8,2,0,17.57098837904319,54,0.9099999999999999,17.48338883525068
25,4,41.34131591064576,0,5,0,60.77173438864927,24,0.82,63.30881730615078
3,38,37.44862026190105,12,4,1,77.40629808134948,125,0.94,70.3829779602439
6,37,47.4898478550554,18,2,0,96.30941145005235,28,0.9099999999999999,95.01360264631147
3,13,48.96983667387011,0,5,2,112.82650369659675,49,0.7899999999999999,122.7636858864915
4,15,44.770915332325124,13,3,0,67.15637299848768,153,0.85,66.19256810502552
43,16,7.513376497872959,9,6,2,23.910569366830906,51,0.8799999999999999,25.750503780060154
42,44,44.040754305324036,18,4,1,109.41044592071651,173,0.82,119.46624192092038
41,24,42.09321960464362,5,6,2,99.00325251012181,14,0.82,102.6803020210939
3,38,43.68320713312517,3,6,2,111.13007894667047,94,0.94,103.91487705210056
4,22,8.43259523870808,2,2,2,19.023934858525433,18,0.76,18.917217873634613
14,35,6.722799560892559,9,1,1,17.04229688686264,16,0.85,12.517581136906744
28,26,46.266635099620004,11,5,2,113.26072272386978,159,0.8799999999999999,119.71832748145141
17,14,9.517505807590721,22,1,0,13.990733537158361,18,0.82,13.443547883448673
24,43,19.06246482108746,11,5,1,35.68493414507572,178,0.7899999999999999,36.1576597377249
9,35,23.343257625208953,4,1,0,35.01488643781342,121,0.85,32.6850078899798
36,38,7.097683863648657,16,6,0,14.670912546161775,99,0.94,12.842666937342317
16,47,2.011080113594823,1,4,1,4.078470470370301,184,0.9099999999999999,5.0
4,13,49.71043301858869,8,3,0,93.05793061079801,80,0.7899999999999999,105.320848410752
37,5,43.956204996913094,15,3,1,85.71459974398056,82,0.85,84.53982428810856
45,29,45.704558538181224,6,4,1,96.25380028140968,84,0.97,85.04302979048511
1,16,14.943590394333807,14,2,0,22.863693303330727,131,0.8799999999999999,24.608707092558966
22,22,11.784977064526514,10,2,1,21.6018629592771,170,0.76,23.762159640138456
41,12,21.867461350595903,22,1,2,49.33299280694436,110,0.76,54.33220428018147
35,20,23.212649079922336,6,1,1,40.738199135263706,59,0.7,49.65945438711287
42,20,1.2743725043477911,21,6,0,1.720402880869518,178,0.7,5.0
21,18,39.18340251543181,15,5,1,80.99209299939756,121,0.94,77.18407376337227
19,37,49.83668486895885,17,3,1,131.38943598852313,167,0.9099999999999999,124.39310576761036
35,30,26.90585263500238,4,5,2,58.11664169160515,89,0.7,63.44420365443058
8,24,20.02467605561011,0,4,1,38.267155942270925,43,0.82,38.352565423671905
12,6,20.24484276783896,17,4,0,40.26699226523169,189,0.8799999999999999,37.17180721612405
30,28,5.7077794764329335,11,0,0,9.075369367528365,137,0.94,9.472026640794756
33,9,14.041929099836576,7,3,0,29.572302684255835,65,0.97,22.149907583020124
6,16,25.60450664309693,21,0,1,50.927363713119796,170,0.8799999999999999,49.78559858613025
25,21,22.16055205560017,7,4,2,63.60964862039472,6,0.73,72.35530764880471
18,7,27.706702541412398,10,0,2,69.15592954336535,186,0.9099999999999999,67.57404981058392
25,20,42.60421678323293,17,3,0,74.77040045457379,117,0.7,89.25980887907109
47,14,12.036872832280988,23,2,1,23.00246398248897,120,0.82,23.33726991530118
4,42,2.3555448644092856,21,0,0,3.321318258817093,7,0.76,5.0
49,43,2.8730468188542964,15,3,2,6.619499870640299,39,0.7899999999999999,10.918355935940198
23,1,7.57427146003606,2,1,1,13.588242999304693,145,0.73,14.607302066174613
38,30,28.953666255415722,2,1,1,50.8136842782546,113,0.7,64.10461925260721
21,32,40.60105569185831,16,6,1,96.74825560812918,29,0.76,106.88863088711311
16,19,44.453491024750946,12,2,0,72.01465546009653,134,0.97,67.03150896653979
38,23,32.12054689677359,3,2,0,46.253587531353965,150,0.7899999999999999,49.78817275715194
34,39,20.75401937009378,16,0,2,69.932743669468,58,0.97,65.83471150319771
8,19,8.571220699651224,22,2,0,13.885377533434985,139,0.97,11.674427451085842
35,4,20.669498632730473,1,2,2,48.61466078418208,194,0.82,51.6810463216583
37,19,17.288341561481392,19,5,0,28.007113329599857,99,0.97,30.680549496062305
20,13,43.63126816199975,8,0,0,81.67773399926351,49,0.7899999999999999,91.80092914754096
46,19,24.849249493119753,9,6,2,83.73203109201634,192,0.97,81.16205139990345
32,12,12.083599097771913,17,0,2,35.43877943394547,182,0.76,35.484677270448195
17,8,15.151252273973213,5,4,2,38.54478578498786,94,0.94,33.259001697922805
1,49,7.687038062591761,3,0,2,19.924802658237848,87,0.97,19.212837466592518
34,7,46.01068700438743,23,5,1,93.30967324489771,167,0.9099999999999999,93.6480285487773
11,35,3.4669464655869584,8,4,0,6.76054560789457,5,0.85,5.405955318807054
38,36,1.629466179238817,4,5,1,3.2410082305060075,65,0.8799999999999999,5.0
26,31,9.966457742816567,16,6,1,23.2437727477968,110,0.73,30.810807786473053
23,45,40.73282687762066,5,5,2,97.75878450628959,132,0.85,102.74917804173919
9,1,26.64987254492298,18,4,0,47.809871345591844,127,0.73,57.94744308376874
35,15,31.666321081472333,1,5,0,47.4994816222085,77,0.85,47.60011589557508
9,10,18.528852095371004,12,0,1,32.518135427376116,174,0.7,36.73907551918434
21,29,4.365221291909332,9,4,2,14.709049665217691,131,0.97,16.547879187331134
41,32,42.95174996211624,22,6,2,96.89914791453423,110,0.76,107.24406392394707
46,44,10.402819334144965,12,2,1,19.87978774755103,188,0.82,19.18320453066355
49,19,2.6199008267106194,22,6,1,5.517511141052565,23,0.97,5.0
47,12,29.06250266072649,5,3,1,53.271567377111666,143,0.76,57.85824501854192
28,46,5.081171798845452,11,3,1,10.106450707903605,185,0.8799999999999999,12.771334502310626
10,33,5.692330741131876,19,2,1,10.656043147398872,134,0.7899999999999999,7.037252262722003
42,38,40.21847454264373,3,0,0,63.94737452280353,115,0.94,62.93880176076496
40,22,25.08886987658178,22,6,1,45.98789848377441,76,0.76,49.14695820354408
49,22,12.833914160110007,18,5,1,30.58193405212614,57,0.76,33.464701886520224
32,20,18.08269474461642,16,2,2,50.77620684288291,111,0.7,59.36435131754336
7,37,36.7328079633154,5,6,2,91.68508867643526,180,0.9099999999999999,89.08336180106026
25,11,4.25135309307349,19,1,2,9.386987629506267,95,0.73,9.892839894492296
22,48,6.707550180727285,20,5,0,10.665004787356384,28,0.94,8.848993372820427
42,9,31.196839714537912,7,3,1,85.41070777046193,99,0.97,77.84421708658755
20,23,30.74161498888826,14,4,1,57.54830325919882,24,0.7899999999999999,66.42320813681847
17,16,48.65064704223322,1,0,2,119.09678395938691,187,0.8799999999999999,119.63897811920215
4,32,19.35292458151703,9,4,1,46.11608398529693,109,0.76,51.03668279754982
41,34,4.188803731698277,3,4,2,9.85206637695435,46,0.82,8.48108343143834
38,46,27.339334307631766,13,6,2,66.92669038508258,126,0.8799999999999999,65.9653165310438
3,39,32.278993776327724,13,2,1,67.9795608929462,109,0.97,61.39818846593799
22,13,7.840536503526205,12,0,2,18.064596104124377,104,0.7899999999999999,21.903646203761838
24,11,28.09023670322464,16,0,2,80.63021543293603,120,0.73,90.11338433440741
23,44,10.690588961254965,22,1,2,25.14426523687168,186,0.82,19.842342778319704
46,24,42.39177283617235,4,2,2,99.70544971067737,171,0.82,105.57782809225361
8,5,41.92291329340765,5,5,1,81.74968092214493,56,0.85,83.36399886709864
16,41,22.051825703923647,5,1,1,39.56097531283903,51,0.73,43.565752718852366
9,32,48.370416335127395,22,1,1,88.66297314228852,198,0.76,101.58445118230944
12,2,49.00891984803734,2,0,2,110.56412317717223,130,0.76,115.06667639263915
45,39,7.333303358433355,0,2,1,15.443936872860647,8,0.97,19.114473393148387
47,30,19.017976436790914,3,4,2,41.07882910346837,108,0.7,51.54576533653856
3,31,30.415752032285585,18,1,2,87.30537463347254,28,0.73,98.13743245354603
31,43,5.157052669490774,13,3,1,9.654002597286727,10,0.7899999999999999,9.126262504089297
12,25,19.750119686892717,22,1,1,38.5127333894408,41,0.85,41.18127624551209
10,23,13.797432116812947,4,5,1,25.828792922673838,54,0.7899999999999999,29.628650287675224
15,31,47.6504608273685,9,0,2,136.77588275887857,20,0.73,154.79594184887014
10,10,21.167705318742055,13,1,0,28.576402180301773,167,0.7,28.806321195207083
25,8,38.37087206882811,1,3,0,61.0096865894367,90,0.94,64.58806196408709
49,42,19.948562812096515,22,5,0,28.12747356505609,112,0.76,34.22751289042238
29,11,7.458791450522938,19,2,0,10.293132201721654,173,0.73,12.262908368159815
36,25,43.294424977881526,3,0,2,103.90661994691567,168,0.85,107.55114429304327
25,14,1.020428928252089,20,3,2,2.400048839248914,165,0.82,5.0
1,12,3.741102824748051,10,1,1,6.857441477763178,43,0.76,9.868507590790147
5,30,18.85483588895512,8,2,0,33.090236985116235,150,0.7,32.71384575000633
14,40,34.65801452041809,22,6,1,60.82481548333376,199,0.7,70.58550007560822
12,22,17.74351046924801,12,6,2,40.02935961862352,6,0.76,43.26398766363963
42,7,4.2493280634277735,5,1,0,6.628951778947327,174,0.9099999999999999,6.004419977348264
42,12,16.57416165297329,19,4,1,30.38043830990005,173,0.76,36.18333858344167
42,9,13.004062090517953,17,3,1,35.60252119142005,169,0.97,27.792848591487854
32,44,1.2655701910916999,4,6,2,2.9766210894476783,82,0.82,5.0
28,16,27.20529374583969,16,6,1,70.34472803861769,43,0.8799999999999999,68.57535460759362
32,19,6.715649822465117,15,2,1,14.143158526111538,147,0.97,13.637125636129504
20,4,15.087318151036639,6,0,2,35.48537229123818,126,0.82,40.009484690758626
33,22,32.41830168089831,10,0,2,73.1356885921066,146,0.76,86.43248264647892
39,45,36.53066875232588,20,0,1,71.23480406703547,54,0.85,72.51278558939349
38,21,13.909325715945103,4,5,2,30.711791180806784,39,0.73,37.67647305992968
31,32,17.130489882196468,17,5,2,50.24030072650581,180,0.76,58.143078032007985
3,9,13.098552668245796,19,5,1,27.585551919325646,105,0.97,27.320438222508166
36,8,47.8875414154934,22,0,2,121.82590536101523,171,0.94,116.23641777043578
18,36,10.33546662238274,7,0,1,26.724416045495047,185,0.8799999999999999,25.630621861724496
37,4,9.975849578050138,6,1,1,19.063848543653815,94,0.82,16.95701332576905
27,22,22.806729495745067,22,4,0,32.15748858900054,56,0.76,32.45740016894607
44,16,10.27601160082789,11,0,2,25.155676398826678,179,0.8799999999999999,26.29557158068864
17,1,8.6787143579948,13,4,0,11.976625814032824,144,0.73,13.557779869144037
46,27,5.698097347353189,12,6,2,14.222450978993558,134,0.9099999999999999,12.675069305532753
42,48,32.368391157304224,12,1,2,82.34518710418196,191,0.94,80.61077432175094
17,4,30.992030490192906,14,5,2,72.89325571293372,53,0.82,76.45711710954933
24,40,32.857981702020346,10,3,0,44.35827529772747,75,0.7,49.504653444856665
27,27,38.891700392460415,9,6,1,102.53407891468264,12,0.9099999999999999,99.56559457670458
38,36,16.991542626836214,9,1,2,54.07388525564358,80,0.8799999999999999,56.74782924925048
34,5,46.002762946984156,15,1,1,89.70538774661911,92,0.85,89.32600962248993
42,43,36.92702594236904,19,0,1,69.12739256411486,93,0.7899999999999999,75.6598544649123
19,1,40.43072084047816,13,4,1,72.53271318781783,34,0.73,82.93098331025313
25,45,36.327146027508846,16,6,0,70.83793475364226,162,0.85,70.68064312214317
22,33,18.56432662619553,9,0,1,45.178145277509444,100,0.7899999999999999,48.157055292178235
45,17,14.86859191506911,18,3,2,48.245607046016254,90,0.9099999999999999,42.50997787062994
15,1,21.703336409371694,9,5,0,38.93578551841282,173,0.73,44.935787904653644
29,30,5.754487666134564,10,5,0,7.76855834928166,99,0.7,5.055436438961877
6,5,23.11274457673141,1,6,0,34.66911686509711,178,0.85,38.92650202271839
42,30,3.1139081716667523,6,5,1,5.46490884127515,48,0.7,6.160530921732612
19,38,1.1933520413325303,17,6,0,2.46665866943434,170,0.94,5.0
17,14,46.64344803425995,2,6,1,89.13562919347078,197,0.82,97.71077170298133
29,12,34.77750616880675,5,6,2,78.45805391682805,151,0.76,84.37683698310845
25,11,28.530500406232477,18,3,0,51.18371772878107,179,0.73,56.3956887674236
42,12,17.713999931729834,20,2,0,24.976739903739066,149,0.76,22.358667906584362
27,6,28.956362719568634,9,2,0,57.59420544922202,122,0.8799999999999999,61.74858399143298
26,13,44.68721304057826,9,6,1,108.75080165555124,153,0.7899999999999999,123.65852972007585
6,33,32.96662656324936,12,1,2,75.95510760172654,192,0.7899999999999999,77.42215777479784
2,15,30.521617899721708,18,5,0,59.517154904457335,122,0.85,58.85535222974106
20,39,23.550020645612225,11,4,0,38.15103344589181,138,0.97,35.746421898753006
49,41,17.93915450189204,4,0,0,24.75603321261102,20,0.73,26.81472085646536
45,38,35.22880858216388,10,3,2,89.62208903302492,192,0.94,85.46978526593094
31,27,49.0680661097749,6,1,0,76.54618313124884,156,0.9099999999999999,74.57414312449535
31,16,21.813126982508916,16,5,1,56.40220243867331,36,0.8799999999999999,57.84604312681086
20,46,20.218054996695837,3,3,1,40.213711388428024,61,0.8799999999999999,37.48851573554041
9,11,21.977560145887082,14,2,0,30.329033001324174,48,0.73,35.32450154138021
1,23,21.851654434436355,3,0,1,40.906297101264855,67,0.7899999999999999,41.05199437660364
17,23,49.54061389505626,23,0,0,71.33848400888101,177,0.7899999999999999,76.19640576987823
16,37,35.63213461795769,15,5,1,72.2619690052182,95,0.9099999999999999,65.52309644757776
10,27,18.600038011318993,3,6,0,29.01605929765763,86,0.9099999999999999,27.188613468929397
13,40,19.203616317509407,23,2,2,41.47981124582032,156,0.7,47.13578716302001
2,46,22.10904931245873,13,5,2,54.12295271689898,77,0.8799999999999999,57.165937660514565
30,20,2.798897191442035,14,3,0,3.778511208446747,177,0.7,5.0
46,43,26.86300369904125,1,2,1,50.287542924605226,152,0.7899999999999999,54.95044691539337
34,9,40.75766662461547,4,3,1,85.83564591144018,55,0.97,79.88695853201662
22,45,33.36782186716802,19,4,0,50.05173280075203,127,0.85,45.165958251556944
21,9,10.722621491315538,11,6,2,27.79303490548988,99,0.97,19.897858548117235
16,42,36.673677827540125,14,3,1,67.22285145788105,72,0.76,73.99029510821859
7,20,36.25347171026949,23,2,0,48.94218680886381,181,0.7,58.47869998384991
30,48,13.864421566800857,10,5,1,28.657759378577374,82,0.94,26.655453941764478
28,7,31.52085818598982,9,3,2,102.27888064189978,27,0.9099999999999999,97.52311201121307
1,23,30.93650262297487,19,2,1,57.91313291020896,84,0.7899999999999999,62.13894032152554
21,45,42.149593568952895,1,3,2,101.15902456548696,105,0.85,103.21253870031839
14,3,7.667543279838622,10,3,0,11.041262322967615,29,0.7899999999999999,14.321379893034885
9,13,10.547086721064614,20,0,2,24.30048780533287,149,0.7899999999999999,28.545214417635805
35,5,24.812505684622458,5,0,0,37.21875852693369,49,0.85,36.67507769981079
26,16,3.163112295723044,7,4,1,8.178859463051076,23,0.8799999999999999,8.061160660182077
32,20,21.36411568248362,11,1,1,37.49402302275875,109,0.7,44.98822497427087
35,31,39.62273305798644,1,3,0,54.679371620021286,36,0.73,63.9174741509986
49,13,8.287005305215914,1,5,2,19.093260223217467,157,0.7899999999999999,25.681937139655286
40,8,23.537488109889715,6,1,1,48.651987923142045,18,0.94,46.364436142031515
31,9,49.498692435739784,21,2,1,104.24424626966801,86,0.97,100.60781936381031
44,46,25.790080657818354,5,6,1,51.29647042840072,15,0.8799999999999999,48.01738382460089
24,47,25.417867381982436,17,0,0,51.54743505066038,79,0.9099999999999999,48.54398706632121
49,11,28.380885602484238,10,5,1,50.915308770856726,186,0.73,51.92376092775177
38,10,10.114214146304318,18,1,0,17.750445826764082,131,0.7,21.360000260440238
32,3,8.21103025161127,7,6,2,24.59367780962608,109,0.7899999999999999,28.636959653774806
45,48,34.19037682664032,20,2,2,86.98031864697298,35,0.94,75.3754319073047
26,35,20.39257368538274,8,0,2,63.624829898394154,66,0.85,66.0984338981185
36,38,15.205424782558312,18,5,0,31.429613025548036,79,0.94,31.81901630759611
14,15,2.538189376074982,19,1,1,4.949469283346215,117,0.85,6.73966615086192
48,32,42.45647436174564,10,2,1,77.82271750507977,45,0.76,83.17646764555946
31,3,2.5841144263968046,16,3,2,7.73993952994371,199,0.7899999999999999,10.720419284069813
39,34,37.74917308008265,2,5,1,72.13866975603796,132,0.82,76.28879294853918
23,29,19.71743939093047,11,2,2,51.107602901291784,65,0.97,49.37889852221208
43,17,30.33570271472786,8,6,0,61.5208051054681,26,0.9099999999999999,59.84182978646519
4,35,13.136222033817955,22,3,2,31.52693288116309,121,0.85,33.61585296876437
6,32,8.614583645371583,22,2,1,15.790531821966114,92,0.76,20.932470537803702
25,22,27.136012040912423,18,2,2,79.58449611358796,136,0.76,88.11618056858657
36,10,35.08526705275304,22,5,0,47.36511052121661,121,0.7,56.637889040567465
40,2,10.579171452312181,23,4,0,14.916631747760176,129,0.76,20.37976360880512
22,46,22.381588424195645,18,0,1,57.87207318844269,167,0.8799999999999999,57.69933200063476
32,14,22.78809354427839,14,5,1,43.54804676311601,107,0.82,42.660318081897664
28,15,11.582978304893677,4,2,0,17.374467457340515,146,0.85,19.923830853528713
48,34,28.68742286635442,19,2,1,54.8216650976033,75,0.82,62.25896450643733
33,13,8.150848652303331,4,0,1,15.258388677111835,188,0.7899999999999999,20.428059915067823
21,19,25.977709492610423,4,6,0,42.08388937802889,84,0.97,41.34532692333575
48,35,6.558144056933975,21,0,1,12.788380911021251,137,0.85,6.1395595860766345
6,30,24.791578033901736,2,6,2,53.54980855322776,199,0.7,61.1622763372571
49,33,16.268353688902288,3,0,0,23.426429312019295,73,0.7899999999999999,23.67363535277787
8,1,23.160068311995214,12,3,2,51.137430832885435,24,0.73,58.72031397750746
15,23,22.253718612715534,14,0,1,41.65896124300348,50,0.7899999999999999,50.28212535249872
41,24,45.48872301811105,1,3,0,66.86842283662325,52,0.82,67.447850669473
36,31,25.006844397866676,9,5,2,71.77964615963651,16,0.73,88.96111393128591
48,8,41.10644628996685,5,4,2,104.57479936167567,111,0.94,98.69235285924877
37,8,12.056967252674047,7,3,2,39.87480209804362,59,0.94,35.76844674186282
32,38,18.252056937078684,4,0,2,46.433232847928174,23,0.94,46.86621002571207
17,33,4.6793796510263554,16,6,0,8.759798706721337,31,0.7899999999999999,12.28094431339283
1,40,21.616641946253186,11,2,0,29.1824666274418,58,0.7,36.32030142761377
7,14,33.76629446667162,23,3,0,49.63645286600728,76,0.82,50.16445520078968
15,49,42.070184671360416,0,6,2,109.04591866816622,195,0.97,103.08033825374982
3,14,28.729830678158606,18,4,0,54.9027064259611,142,0.82,54.939330704314045
25,32,32.36356081006085,21,5,0,45.63262074218579,144,0.76,48.483780001475026
39,8,9.68608680323046,11,1,2,24.64140482741829,139,0.94,23.24095713537337
48,46,2.8230958734385294,16,3,0,5.615137692269234,161,0.8799999999999999,5.0
24,17,39.792719113688484,10,3,1,80.69963436256025,67,0.9099999999999999,82.1507714562189
43,40,9.184872164623034,14,1,0,12.399577422241096,24,0.7,12.86944414602183
49,17,5.467307241104868,21,2,0,8.528999296123594,104,0.9099999999999999,7.687209502323837
43,39,46.94055372442317,12,5,1,98.85680614363518,5,0.97,89.44268939617886
23,23,48.21254683889965,13,6,2,111.0817079168248,47,0.7899999999999999,123.68276656898526
16,4,31.196607288522237,23,5,0,45.85901271412769,151,0.82,46.48114680331448
48,10,19.55322636167738,11,6,0,26.39685558826446,103,0.7,34.515663223301296
12,34,41.82873750723854,4,6,1,79.93471737633286,139,0.82,87.70804626797006
21,10,11.031278007435208,16,1,1,25.167860773963426,104,0.7,28.3043242809434
4,14,22.040224044054415,16,5,1,54.75452859264439,110,0.82,57.97236222272141
39,27,18.493847651029487,5,4,1,37.505523036287805,63,0.9099999999999999,35.291010042354785
32,13,45.7222995463424,17,6,2,136.94743160120478,47,0.7899999999999999,150.28219070291198
5,7,46.06909335275141,1,4,1,93.42812131937988,55,0.9099999999999999,90.86834328056014
11,31,32.89341038985965,7,0,2,94.41724518305317,160,0.73,106.9168802075274
28,34,6.426266873361901,20,3,2,15.114579686147193,196,0.82,16.116807443647172
27,36,24.62744669325682,14,5,1,48.98399147288782,20,0.8799999999999999,44.42943826651759
40,47,13.02108994497878,14,0,0,20.312900314166896,109,0.9099999999999999,19.65565961156736
14,7,44.36086749603961,14,3,1,89.96383928196833,96,0.9099999999999999,90.00959397680637
46,21,7.781737151793893,3,4,1,13.960436450318246,114,0.73,16.407967508865497
22,12,3.6612035171746604,23,3,1,6.710986046981152,50,0.76,10.337005204872733
41,45,35.51702264395384,7,5,1,90.03565240242298,6,0.85,91.60482771091336
12,27,23.211017673439493,18,0,1,61.19352699425589,44,0.9099999999999999,58.52117640162941
2,5,42.079879492551136,23,2,0,63.11981923882671,40,0.85,61.661456804063015
3,34,4.656851927296277,5,6,1,8.899244033063185,15,0.82,8.19053755287776
19,3,40.252730497784285,15,3,2,92.742291066895,74,0.7899999999999999,106.56170630375208
47,14,2.8294028893637577,1,1,2,6.654755595783558,138,0.82,7.861657439673405
3,36,2.3754305837838916,15,0,2,5.815054069102966,193,0.8799999999999999,5.0
19,25,23.604471834820455,10,4,2,56.650732403569094,133,0.85,55.331828561474964
6,38,11.843273194351939,1,6,2,30.129287006431337,39,0.94,23.969349757144226
46,28,30.09221664332,16,0,0,62.20061180174244,75,0.94,56.892799615705734
34,42,2.265032716362051,23,0,2,5.109913808112788,64,0.76,7.974590813809755
38,28,2.734087575785948,1,2,0,4.347199245499658,46,0.94,5.0
35,3,36.63027631242508,21,1,0,52.74759788989211,198,0.7899999999999999,54.378606631892694
33,4,11.29809296212327,20,0,0,16.60819665432121,132,0.82,15.012685111036841
38,39,33.164439059375944,13,2,1,69.84430865904574,98,0.97,67.00712250259758
1,2,37.74618591353717,21,4,0,53.222122138087414,90,0.76,59.09321502993555
43,19,3.9072271205234044,7,5,1,10.697206410568977,67,0.97,8.082636432399664
37,1,38.71794376874772,17,2,0,69.45999112113341,86,0.73,78.65182471924346
37,15,14.152639680103016,16,4,0,27.597647376200882,128,0.85,35.04322617412919
20,30,20.087751951787663,13,5,1,35.25400467538736,186,0.7,45.180252506962034
40,9,5.245320422470518,20,0,1,11.04664480972291,101,0.97,14.695621061769957
19,23,42.092869184877785,21,5,1,78.79785111409123,41,0.7899999999999999,80.27218905986405
3,49,28.475710529962434,18,1,1,77.96080028893117,191,0.97,72.16573491710469
45,4,25.728598614511437,14,4,1,49.16735195233135,66,0.82,50.04254762358335
12,4,48.45918573423503,23,5,0,71.23500302932548,21,0.82,76.93709521850278
5,14,17.390782237092868,13,5,1,33.23378485508447,111,0.82,38.312278910731614
31,41,44.648185037358104,15,2,2,98.58319256248672,159,0.73,113.9213275092612
12,20,36.26470617216561,4,4,0,48.95735333242357,55,0.7,55.04347268576495
43,32,46.49787865675971,7,0,0,85.23061157784055,59,0.76,93.04002480896243
22,2,45.48230058536053,21,3,2,102.60807012057337,61,0.76,116.25879503069739
1,37,49.56046044627741,11,6,1,100.5086137850506,162,0.9099999999999999,100.54268955153358
47,4,7.452160849820721,12,1,0,10.954676449236459,191,0.82,12.003515077933612
26,35,40.004803212488156,19,1,2,96.01152770997157,170,0.85,99.28124629943945
13,8,40.42022339242766,7,4,0,83.54860175214799,49,0.94,79.9156364499224
34,43,32.574302880745854,6,3,1,60.97909499275624,170,0.7899999999999999,66.9950156966292
26,15,14.664186953671898,0,3,1,28.595164559660205,65,0.85,31.600902421965447
2,10,48.29226530978744,5,1,0,65.19455816821305,174,0.7,78.67519896427162
38,17,11.016684756620268,12,1,2,27.49764515252419,198,0.9099999999999999,26.986720499024887
20,1,25.47919353956351,17,5,1,59.42257517297003,145,0.73,67.93045417444236
35,9,26.552868528140127,7,2,0,55.9203411202631,191,0.97,51.82686726444321
44,30,8.929637896965904,10,5,2,19.288017857446356,32,0.7,20.37600687728197
30,15,36.403912294328805,5,3,1,70.98762897394117,132,0.85,70.73817339516417
33,18,5.354491044831748,19,2,2,13.62182521805197,15,0.94,14.636856674096686
13,40,34.96179116348884,12,1,2,75.5174689131359,132,0.7,86.80419006073193
12,7,42.58215931824121,3,4,0,66.42816853645628,71,0.9099999999999999,67.46475888269339
21,20,18.120424829037578,14,1,2,39.14011763072118,194,0.7,45.94433263196473
42,10,35.76161962136081,8,6,0,62.76164243548823,101,0.7,76.37805353265829
26,24,8.681926399244642,20,2,1,16.591161348956508,153,0.82,19.450104122418445
18,17,42.45150107119105,6,5,1,86.09164417237547,64,0.9099999999999999,86.7992645507376
39,3,47.64955322910801,20,3,1,89.1999636448902,19,0.7899999999999999,95.39002993671896
42,4,8.48199098148907,16,2,0,16.20908476562561,149,0.82,18.362016532241345
45,42,34.901114224644274,3,3,0,49.21057105674843,48,0.76,57.07821552978589
15,3,25.785723731269766,18,3,2,77.23339971989921,145,0.7899999999999999,79.17643918110898
35,39,27.043467259786553,17,3,2,91.12566727857678,95,0.97,89.98695190028383
29,45,35.61799621143372,10,6,2,85.48319090744093,194,0.85,94.84554577300638
22,23,24.948284467485426,3,4,1,46.703188523132724,73,0.7899999999999999,53.53428409297708
20,16,30.41599320886812,11,0,2,74.45835137530916,83,0.8799999999999999,77.16798719650427
6,39,12.314149951157482,14,0,0,19.948922920875123,149,0.97,20.348328068675194
14,49,19.546823227942884,3,0,2,50.665365806827964,158,0.97,46.223549976485124
27,6,43.3967771535036,8,4,0,86.31618975831867,29,0.8799999999999999,86.32417398631044
44,48,6.385223070770895,16,1,1,17.15773291346847,149,0.94,19.273993656298657
43,47,30.281187785748354,13,2,1,61.41024882949767,100,0.9099999999999999,57.19153428888979
10,7,10.030066049509621,23,5,2,25.035044859576015,197,0.9099999999999999,21.323306632774532
34,3,42.48044029824523,5,0,0,61.171834029473125,128,0.7899999999999999,65.2049406199298
5,36,29.37315373882394,18,1,1,75.95016362247709,155,0.8799999999999999,78.21676692607528
34,4,20.749390350843285,10,0,0,30.501603815739628,72,0.82,29.646744130387866
17,30,13.241409008939078,5,1,0,17.875902162067757,60,0.7,20.37759212346106
23,4,22.405390260292087,22,0,1,42.81670078741818,158,0.82,44.94334259168605
36,34,47.923003970165375,14,4,2,112.71490533782898,7,0.82,116.12014935551585
21,12,25.95125519743741,12,5,0,36.59126982838675,118,0.76,33.476069420014454
40,5,24.00498705329315,7,1,2,74.89555960627463,193,0.85,74.06288877620646
27,4,37.56741686151514,21,3,1,71.79133362235544,198,0.82,76.67635509558296
49,10,19.573306470763427,0,2,2,42.278341976849006,144,0.7,51.25292206645458
